MasterFile,AgencyORINumber,LocalCode,CollisionDate,CollisionTime,CollisionDayWeekCode,RoadwayName,RoadwayName_Direction_,RoadwayName_RoadwaySuffix_,RoadwayfromReport,CurrentRoadwayNumber,RoadwayNumberCoupletID,RSEUniqueGIS,RoadwayIdentifier,ParkingLotIndicator,IntersectionWith_Indicator_,IntersectionWith_NameRoadway_,IntersectionWith_Direction_,IntersectionWith_RoadwaySuffix_,BetweenStreets_Indicator_,BetweenStreets1_NameRoadway_,BetweenStreet1_Direction_,BetweenStreets1_RoadwaySuffix_,BetweenStreets2_NameRoadway_,BetweenStreets2_Direction_,BetweenStreets2_RoadwaySuffix_,Milepoint,ReportMilepointDeriveNumber,CurrentDerivedMiepointNumber,MilestoMilepoint,FeettoMilepoint,DirectionfromMilepoint_NSEW_,ValidMilepointIndicator,NumberInjured,NumberKilled,ofUnits,ofMotorVehicleUnits,Hit&RunIndicator,OneWayIndicator,SpeedLimitNumber,KilometersIndicator,CountyCode,CityCountyCode,MilesFromCity,DirectionFromCity_NSEW_,InCityLimitsIndicator,Latitude,Longitude,RampIndicator,RampFromIdentifier,RampFromDirCode,RampFromCoupletID,RSEUniqueGISRampFrom,RampToidentifier,RampToDirCode,RampToCoupletID,RSEUniqueGisRampTo,MannerofCollisionCode,LocationFirstEventCode,TotalLanes,RoadwayCharacterCode,RoadwaySurfaceCode,RoadwayConditionCode,WeatherCode,LightConditionCode,LandUseCode,SchoolBusRelatedCode,FirstAidSceneIndicator,CollDescPresentInd,InvestigationCompleteIndicator,PhotosTakenIndicator,TimeNotified,TimeArrived,TimeRoadwayOpened,PropertyDamageIndicator,DiagramPresentIndicator,DirectionalAnalysis,FunctionClassCode,NationalHwySysCode,EnforcementsIndicator,KARSCityCode,SecondaryCollisionIndicator,MedianCrossoverIndicator,RT_UNIQUE,MapIt,TimeLastLeft,YR,KABCO,MFNY,WorkingRID,RT_CONFIDENCE,KTC_RT,KTC_MP,Motorcyclist,CommercialVehicle,YoungDriver,MatureDriver,pedestrian,Bicyclist,Distracted,agressive,Impaired,Unrestrained,Intersection,RoadwayDeparture,MedXover
72341195,KSP0900,19-12989,20190415,758,,DORTON-JENKINS,,HWY,KY0805,KY0805,0,098 KY-805,KY0805,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.942,NULL,NULL,NULL,NULL,,NULL,1,0,1,1,N,N,55,NULL,98,9867,NULL,,Y,37.21151,-82.56407,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,97,2,3,1,5,6,2,7,3,N,NULL,Y,Y,802,831,802,Y,NULL,40,7,0,N,,N,N,098-KY-0805-0,NULL,NULL,2019,C,7.23E+11,098-KY-0805  -000,HIGH,098-KY-0805  -000,0.942,0,0,0,0,0,0,0,0,0,0,0,1,0
72330947,980100,2.02E+11,20190325,646,,US23,,,US0023,US0023,0,098 US-23,US0023,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,31.663,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,55,NULL,98,9801,NULL,,Y,37.53714,-82.6027,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,4,6,1,1,3,6,1,3,N,NULL,Y,N,646,700,,N,NULL,38,,1,N,,N,N,098-US-0023-0,NULL,NULL,2019,O,7.23E+11,098-US-0023  -000,HIGH,098-US-0023  -000,31.663,0,0,0,0,0,0,0,0,0,0,0,0,0
72300067,KSP0900,19-708,20190106,2221,,FERRELLS CREEK,,RD,US0460,US0460,0,098 US-460,US0460,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,20.772,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,55,NULL,98,9847,21,E,N,37.37478,-82.28092,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,5,1,1,3,6,7,3,N,NULL,Y,Y,2223,2307,2307,N,NULL,70,,1,N,,N,N,098-US-0460-0,NULL,NULL,2019,O,7.23E+11,098-US-0460  -000,HIGH,098-US-0460  -000,20.772,0,0,0,0,0,0,0,0,0,0,0,0,0
72317659,KSP0900,19-4930,20190214,1227,,KY632,,,KY0632,KY0632,0,098 KY-632,KY0632,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,7.146,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,55,NULL,98,9809,NULL,,Y,37.49129,-82.24344,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,6,1,1,2,2,7,3,N,NULL,Y,N,1227,1331,1335,N,NULL,40,6,0,N,,N,N,098-KY-0632-0,NULL,NULL,2019,O,7.23E+11,098-KY-0632  -000,HIGH,098-KY-0632  -000,7.146,0,0,0,0,0,0,0,0,0,0,0,1,0
72315867,980100,2.02E+11,20190207,1248,,HAROLDS BRANCH,,RD,,,0,098 CS-1223,CS1223,Y,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.038,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,Y,N,15,NULL,98,9801,NULL,,Y,37.47238,-82.52232,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,6,2,1,2,2,1,3,N,NULL,Y,N,1248,1252,,N,NULL,90,,,N,,N,N,098-CS-1223-0,NULL,NULL,2019,NULL,7.23E+11,098-CS-1223  -000,HIGH,098-CS-1223  -000,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0
72319526,980100,2.02E+11,20190223,1735,,CASSIDY,,BLVD,,,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.267,NULL,NULL,NULL,NULL,,NULL,0,0,3,3,N,N,35,NULL,98,9801,NULL,,Y,37.50471,-82.53622,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,6,1,5,6,2,1,2,N,NULL,Y,N,1726,1731,1806,N,NULL,55,,,N,,N,N,,NULL,NULL,2019,O,7.23E+11,098-CS-1191  -000,MEDIUM,098-CS-1191  -000,0.267,0,0,1,1,0,0,0,0,0,0,0,0,0
72445275,KSP0900,19-47259,20191202,1758,,UPPER CHLOE,,RD,,,0,098 CR-1309,CR1309,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.514,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,35,NULL,98,9801,NULL,,Y,37.45605,-82.47009,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,3,1,5,6,6,6,3,N,NULL,Y,N,1758,1854,1941,Y,NULL,40,,,Y,,N,N,098-CR-1309-0,NULL,NULL,2019,O,7.24E+11,098-CR-1309  -000,HIGH,098-CR-1309  -000,0.514,0,0,0,0,0,0,0,0,0,0,0,1,0
72317748,KSP0900,19-5353,20190218,1334,,US23,,,US0023,US0023,0,098 US-23,US0023,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,31.531,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,55,NULL,98,9801,NULL,,Y,37.53678,-82.60033,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,4,6,1,1,2,2,7,3,N,NULL,Y,N,1334,1334,1430,N,NULL,49,,1,N,,N,N,098-US-0023-0,NULL,NULL,2019,O,7.23E+11,098-US-0023  -000,HIGH,098-US-0023  -000,31.531,0,0,0,0,0,0,0,1,0,0,0,0,0
72751364,KSP0900,22-135979,20220414,2141,,US23,,,US0023,US0023,0,098 US-23,US0023,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,16.429,NULL,NULL,NULL,NULL,,NULL,8,0,2,2,N,N,55,NULL,98,9801,NULL,,Y,37.41559,-82.52988,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,4,5,1,1,2,6,7,1,N,NULL,Y,Y,2141,2141,2310,N,NULL,55,,1,N,,N,N,098-US-0023-0,NULL,NULL,2022,B,7.28E+11,098-US-0023  -000,HIGH,098-US-0023  -000,16.429,0,0,0,0,0,0,1,0,0,0,0,0,0
72446812,KSP0900,19-47553,20191205,10,,US119,,,US0119,US0119,0,098 US-119-10,US0119,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,20.317,NULL,NULL,NULL,NULL,,NULL,1,0,1,1,N,N,55,NULL,98,9836,NULL,,Y,37.61509,-82.2747,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,6,2,3,1,1,2,6,7,3,Y,NULL,Y,Y,10,17,56,Y,NULL,40,2,1,N,,N,N,098-US-0119-10,NULL,NULL,2019,C,7.24E+11,098-US-0119  -010,HIGH,098-US-0119  -000,20.317,0,0,0,0,0,0,0,0,0,0,0,1,0
72982665,KSP0900,23-474779,20231129,1730,,TOLER,,RD,KY0319,KY0319,0,098 KY-319,KY0319,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,2.463,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,Y,N,55,NULL,98,9842,NULL,,Y,37.60324,-82.2099,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,3,2,3,1,1,2,6,7,3,N,NULL,Y,N,1815,1855,1815,N,NULL,54,7,0,N,,N,N,098-KY-0319-0,NULL,NULL,2023,O,7.30E+11,098-KY-0319  -000,HIGH,098-KY-0319  -000,2.558,0,0,0,0,0,0,0,0,0,0,0,1,0
72465112,KSP0900,20-2272,20200117,1813,,US119,,,US0119,US0119,0,098 US-119,US0119,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,25.414,NULL,NULL,NULL,NULL,,NULL,1,0,2,2,N,N,55,NULL,98,9834,NULL,,Y,37.67324,-82.2813,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,6,1,1,2,3,7,3,N,NULL,Y,Y,1814,1833,1913,N,NULL,55,2,1,N,,N,N,098-US-0119-0,NULL,NULL,2020,C,7.25E+11,098-US-0119  -000,HIGH,098-US-0119  -000,25.414,0,0,0,1,0,0,0,1,0,0,0,0,0
72797714,980100,2.02E+11,20220811,1011,,OWSLEY,,RD,KY1384,KY1384,0,098 KY-1384,KY1384,N,Y,HAMBLEY,,BLVD,N,NULL,NULL,NULL,NULL,NULL,NULL,7.38,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,45,NULL,98,9801,NULL,,Y,37.4817,-82.53329,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,4,6,1,1,2,2,7,3,N,NULL,Y,N,1011,1015,1025,N,NULL,18,16,0,N,,N,N,098-KY-1384-0,NULL,NULL,2022,O,7.28E+11,098-KY-1384  -000,HIGH,098-KY-1384  -000,7.38,0,0,0,1,0,0,1,0,0,0,1,0,0
72680585,KSP0900,21-415762,20211008,1706,,SCHOOLHOUSE,,SPUR,,,0,098 CR-1267M,CR1267M,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.082,NULL,NULL,NULL,NULL,,NULL,0,1,1,1,N,Y,10,NULL,98,9801,NULL,,Y,37.42538,-82.49294,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,1,5,1,5,6,2,7,3,Y,NULL,Y,Y,1702,1718,1800,N,NULL,70,,,N,,N,N,098-CR-1267M-0,NULL,NULL,2021,K,7.27E+11,098-CR-1267M -000,HIGH,098-CR-1267M -000,0.082,0,0,0,0,0,0,0,0,1,1,0,1,0
72491437,980100,2.02E+11,20200323,1407,,US23,,,US0023,US0023,,,,N,Y,CASSIDY,,BLVD,N,NULL,NULL,NULL,NULL,NULL,NULL,26.262,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,55,NULL,98,9801,NULL,,Y,37.50335,-82.5321,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,4,6,1,5,6,2,7,3,N,NULL,Y,N,1407,1407,1407,N,NULL,35,,1,N,,N,N,,NULL,NULL,2020,O,7.25E+11,098-US-0023  -000,MEDIUM,098-US-0023  -000,26.262,0,0,0,0,0,0,1,0,0,0,1,0,0
72318914,980200,ELK4118-1-19,20190212,2230,,US460,,,US0460,US0460,0,098 US-460,US0460,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,8.005,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,55,NULL,98,9802,NULL,,Y,37.37871,-82.43362,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,2,6,1,5,3,6,6,3,N,NULL,Y,Y,2230,2245,2315,N,NULL,49,,1,Y,,N,N,098-US-0460-0,NULL,NULL,2019,O,7.23E+11,098-US-0460  -000,HIGH,098-US-0460  -000,8.005,0,0,1,0,0,0,0,0,0,0,0,0,0
72892866,KSP0900,23-163000,20230430,5,,SOUTHSIDE MALL,,RD,,,0,098 PR-1010,PR1010,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.058,NULL,NULL,NULL,NULL,,NULL,1,0,1,1,N,N,25,NULL,98,9834,NULL,,Y,37.65272,-82.271,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,6,1,1,2,7,7,3,N,NULL,N,N,5,5,45,N,NULL,70,,,N,,N,N,098-PR-1010-0,NULL,NULL,2023,C,7.29E+11,098-PR-1010  -000,HIGH,098-PR-1010  -000,0.033,0,0,1,0,0,0,0,0,1,1,0,1,0
72594995,KSP0900,21-58306,20210213,409,,US23,,,US0023,US0023,0,098 US-23,US0023,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,7.041,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,55,NULL,98,9809,NULL,,Y,37.30252,-82.54355,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,6,4,4,1,5,6,6,7,3,N,NULL,N,N,409,409,,N,NULL,40,,1,N,,N,N,098-US-0023-0,NULL,NULL,2021,O,7.26E+11,098-US-0023  -000,HIGH,098-US-0023  -000,7.041,0,0,0,0,0,0,1,0,0,0,0,1,0
72635103,980100,2.02E+11,20210611,1343,,CASSIDY,,BLVD,,,0,098 CS-1191,CS1191,Y,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.044,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,NULL,NULL,98,9801,NULL,,Y,37.5037,-82.53288,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,97,1,6,1,5,6,2,1,3,N,NULL,Y,N,1346,1357,1358,N,NULL,90,,,N,,N,N,098-CS-1191-0,NULL,NULL,2021,O,7.26E+11,098-CS-1191  -000,HIGH,098-CS-1191  -000,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0
72762349,980100,2.02E+11,20220516,1820,,CASSIDY,,BLVD,,,,,,Y,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.279,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,15,NULL,98,9801,NULL,,Y,37.50481,-82.53642,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,97,2,6,1,1,2,2,1,3,N,NULL,Y,N,1820,1826,1826,N,NULL,90,,,N,,N,N,,NULL,NULL,2022,O,7.28E+11,098-CS-1191  -000,LOW,098-CS-1191  -000,0.279,0,0,0,1,0,0,1,0,0,0,0,0,0
72762661,980100,2.02E+11,20220423,1330,,HAMBLEY,,BLVD,,,0,098 CS-1222,CS1222,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.349,NULL,NULL,NULL,NULL,,NULL,1,0,2,1,N,N,25,NULL,98,9801,NULL,,Y,37.47673,-82.52211,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,3,6,1,1,2,2,7,3,N,NULL,Y,N,1949,1949,1949,N,NULL,36,,,N,,N,N,098-CS-1222-0,NULL,NULL,2022,C,7.28E+11,098-CS-1222  -000,HIGH,098-CS-1222  -000,0.349,0,0,0,0,1,0,0,0,0,0,0,0,0
72648979,KSP0900,21-292163,20210715,650,,KY1056,,,KY1056,KY1056,0,098 KY-1056,KY1056,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,1.773,NULL,NULL,NULL,NULL,,NULL,1,0,1,1,N,N,55,NULL,98,9851,NULL,,Y,37.56421,-82.23743,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,5,2,2,1,1,2,2,7,3,Y,NULL,Y,Y,650,753,820,N,NULL,51,8,0,N,,N,N,098-KY-1056-0,NULL,NULL,2021,B,7.26E+11,098-KY-1056  -000,HIGH,098-KY-1056  -000,1.773,0,0,0,0,0,0,0,0,0,0,0,1,0
72979669,KSP0900,23-473126,20231128,753,,US460,,,US0460,US0460,0,098 US-460,US0460,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,9.863,NULL,NULL,NULL,NULL,,NULL,3,0,3,3,N,N,55,NULL,98,9830,NULL,,Y,37.36402,-82.40723,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,2,6,1,1,2,2,7,3,Y,NULL,Y,Y,753,808,845,N,NULL,52,,1,N,,Y,Y,098-US-0460-0,NULL,NULL,2023,C,7.30E+11,098-US-0460  -000,HIGH,098-US-0460  -000,9.844,0,0,0,0,0,0,1,0,0,0,0,1,1
72417403,980100,2.02E+11,20191007,1320,,US23,,,US0023,US0023,0,098 US-23,US0023,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,22.93,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,Y,N,55,NULL,98,9801,NULL,,Y,37.46545,-82.52577,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,4,6,1,5,6,2,1,3,N,NULL,Y,N,1320,1323,,N,NULL,49,,1,N,,N,N,098-US-0023-0,NULL,NULL,2019,O,7.24E+11,098-US-0023  -000,HIGH,098-US-0023  -000,22.93,0,0,0,0,0,0,0,0,0,0,0,0,0
72331275,980100,2.02E+11,20190320,1701,,KY3496,,,KY3496,KY3496,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.765,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,35,NULL,98,9801,NULL,,Y,37.472,-82.53017,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,6,1,1,2,2,1,3,N,NULL,Y,N,1701,1705,,N,NULL,55,16,0,N,,N,N,,NULL,NULL,2019,O,7.23E+11,098-KY-3496  -000,HIGH,098-KY-3496  -000,0.765,0,0,1,1,0,0,1,1,0,0,0,0,0
72340680,980100,2.02E+11,20190409,1656,,US23,,,US0023,US0023,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,23.05,NULL,NULL,NULL,NULL,,NULL,0,0,3,3,N,N,55,NULL,98,9801,NULL,,Y,37.46579,-82.5279,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,3,6,1,1,2,2,1,3,N,NULL,Y,N,1656,1723,1741,N,NULL,49,,1,N,,N,N,,NULL,NULL,2019,O,7.23E+11,098-US-0023  -000,MEDIUM,098-US-0023  -000,23.05,0,0,0,0,0,0,1,0,0,0,0,0,0
72337567,980500,2019AR025,20190410,1410,,COMMERCIAL STREET,,,,,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,N,N,15,NULL,98,9807,NULL,,Y,37.51804,-82.56493,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3,2,6,1,1,2,2,7,3,N,NULL,Y,Y,1410,1411,1429,N,NULL,70,,,N,,N,N,,NULL,NULL,2019,O,7.23E+11,098-CS-3004  -000,MEDIUM,098-CS-3004  -000,0.004,0,0,0,0,0,0,1,0,0,0,0,0,0
72934811,KSP0900,23-353534,20230809,1826,,KY194,,,KY0194,KY0194,0,098 KY-194,KY0194,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,18.949,NULL,NULL,NULL,NULL,,NULL,1,0,2,2,N,N,55,NULL,98,9817,NULL,,Y,37.55669,-82.41501,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,3,2,6,1,1,2,2,7,3,Y,NULL,N,Y,1826,1840,1855,N,NULL,70,6,5,N,,N,N,098-KY-0194-0,NULL,NULL,2023,C,7.29E+11,098-KY-0194  -000,HIGH,098-KY-0194  -000,18.97,0,0,0,0,0,0,1,0,0,0,0,0,0
72855083,980000,23-01-003,20230112,1515,,TIGER WAY,,,,,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,N,N,15,NULL,98,9801,1,E,N,37.51468,-82.50207,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,2,1,1,5,6,2,8,3,N,NULL,Y,N,1515,1517,1520,N,NULL,70,,,N,,N,N,,NULL,NULL,2023,O,7.29E+11,098-US-0119  -010,MEDIUM,098-US-0119  -000,1.81,0,0,0,0,0,0,0,1,0,0,0,0,0
72825937,980100,2.02E+11,20221023,2003,,DIVISION,,ST,,,0,098 CS-1130,CS1130,Y,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.154,NULL,NULL,NULL,NULL,,NULL,0,0,1,1,N,N,NULL,NULL,98,9801,NULL,,Y,37.47924,-82.51677,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,97,NULL,6,3,1,3,7,1,3,N,NULL,Y,Y,2003,2013,,Y,NULL,90,,,N,,N,N,098-CS-1130-0,NULL,NULL,2022,O,7.28E+11,098-CS-1130  -000,HIGH,098-CS-1130  -000,0.154,0,0,0,0,0,0,1,0,0,0,0,0,0
72617447,980100,2.02E+11,20210422,1521,,US23,,,US0023,US0023,0,098 US-23-10,US0023,N,Y,US119,,,N,NULL,NULL,NULL,NULL,NULL,NULL,26.33,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,55,NULL,98,9801,NULL,,Y,37.50377,-82.53218,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,4,6,1,1,3,2,7,3,N,NULL,Y,N,1521,1525,,N,NULL,35,,1,N,,N,N,098-US-0023-10,NULL,NULL,2021,O,7.26E+11,098-US-0023  -010,HIGH,098-US-0023  -000,26.33,0,0,0,0,0,0,1,0,0,0,1,0,0
72744481,KSP0900,22-107345,20220324,1751,,BIG CREEK,,RD,KY0468,KY0468,0,098 KY-468,KY0468,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,7.328,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,55,NULL,98,9843,NULL,,Y,37.68908,-82.36129,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,2,6,1,1,2,2,7,3,N,NULL,Y,N,1751,1822,1911,N,NULL,52,8,0,N,,N,N,098-KY-0468-0,NULL,NULL,2022,O,7.27E+11,098-KY-0468  -000,HIGH,098-KY-0468  -000,7.328,0,0,1,0,0,0,1,0,0,0,0,1,0
72793928,980100,2.02E+11,20220813,1617,,CASSIDY,,BLVD,,,0,098 CS-1191,CS1191,Y,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.372,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,Y,N,NULL,NULL,98,9801,NULL,,Y,37.50499,-82.53822,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,1,1,3,2,1,3,N,NULL,Y,N,1619,1627,1627,N,NULL,90,,,N,,N,N,098-CS-1191-0,NULL,NULL,2022,NULL,7.28E+11,098-CS-1191  -000,HIGH,098-CS-1191  -000,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0
72331918,980100,2.02E+11,20190322,1330,,HAMBLEY,,BLVD,,,0,098 CS-1222,CS1222,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.236,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,25,NULL,98,9801,NULL,,Y,37.47556,-82.52341,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,6,1,1,2,2,1,3,N,NULL,Y,N,1330,1333,,N,NULL,55,,,N,,N,N,098-CS-1222-0,NULL,NULL,2019,O,7.23E+11,098-CS-1222  -000,HIGH,098-CS-1222  -000,0.236,0,0,0,0,0,0,1,0,0,0,0,0,0
72342169,980100,2.02E+11,20190420,1617,,KY3496,,,KY3496,KY3496,,,,Y,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,0.613,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,N,N,NULL,NULL,98,9801,NULL,,Y,37.4716,-82.53271,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,97,2,6,1,5,3,2,1,3,N,NULL,Y,N,1618,1625,,N,NULL,90,16,0,N,,N,N,,NULL,NULL,2019,O,7.23E+11,098-KY-3496  -000,MEDIUM,098-KY-3496  -000,0.613,0,0,0,1,0,0,1,0,0,0,0,0,0
72848988,KSP0900,22-466980,20221207,745,,BIG CREEK,E,RD,KY3220,KY3220,0,098 KY-3220,KY3220,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,1.449,NULL,NULL,NULL,NULL,,NULL,2,0,1,1,N,N,35,NULL,98,9833,NULL,,Y,37.6158,-82.34528,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,2,3,1,6,6,2,7,3,Y,NULL,Y,Y,745,800,900,N,NULL,44,8,0,N,,N,N,098-KY-3220-0,NULL,NULL,2022,B,7.28E+11,098-KY-3220  -000,HIGH,098-KY-3220  -000,1.449,0,0,0,0,0,0,1,0,0,0,0,1,0
72690832,980100,2.02E+11,20211026,2350,,CHLOE,,RD,KY1460,KY1460,0,098 KY-1460,KY1460,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,3.896,NULL,NULL,NULL,NULL,,NULL,1,0,1,1,N,N,35,NULL,98,9801,NULL,,Y,37.47702,-82.49495,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,6,2,6,1,1,3,6,7,3,N,NULL,Y,Y,2350,2354,57,N,NULL,44,,0,Y,,N,N,098-KY-1460-0,NULL,NULL,2021,C,7.27E+11,098-KY-1460  -000,HIGH,098-KY-1460  -000,3.896,0,0,0,0,0,0,0,0,0,0,0,1,0
72875635,KSP0900,23-97958,20230314,635,,US119,,,US0119,US0119,,,,N,N,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,4.939,NULL,NULL,NULL,NULL,,NULL,0,0,2,2,Y,N,55,NULL,98,9801,NULL,,Y,37.52516,-82.45351,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,6,1,2,3,6,7,3,N,NULL,Y,N,635,703,703,N,NULL,55,2,1,Y,,N,N,,NULL,NULL,2023,O,7.29E+11,098-US-0119  -000,MEDIUM,098-US-0119  -000,4.978,0,0,0,0,0,0,0,0,0,0,0,0,0
